id,cluster,text,change
493,10,korekta skonsolidowac raport za iii kwartal 2007 rok,0
494,10,powolanie prokurent,0
495,4,odwolanie osoba zarzadzajaca,1
496,3,raport okresowy qsr,0
497,10,zmiana prognoza skonsolidowac wynik finansowy na 2007 rok,0
498,10,zawarcie umowy znaczacy pomiedzy biopaliwo sp. z o.o. a komagra sp. z o.o.,0
499,10,zmniejszenie udzial w ogolny liczba glos,0
500,4,zakonczenie postepowanie likwidacyjny spolka rc paliwo sp. z o.o.,1
501,4,zawarcie umowic pomiedzy a,1
502,4,prognoza skonsolidowac wynik finansowy na 2007 rok   korekta,1
503,4,prognoza skonsolidowac wynik finansowy,1
504,4,zarejestrowac spolka zalezny,1
505,4,skonsolidowac raport polroczny,1
506,4,korekta skonsolidowac raport za ii kwartal 2007 r.,1
507,3,raport okresowy qsr,1
508,10,podpisac aneks do znaczacy umowy,0
509,4,kontrakt w rama program kompleksowy rozwoj techniczny,1
510,4,nabycie przez mazowsze udzial w krakowski gaz,1
511,4,dzien wyplat dywidenda za 2006 rok,1
512,10,tresc nowe tekst jednolity statut,0
513,10,polaczenie oraz partner sp. z o.o.,0
514,10,podpisac kontrakt epc lstk,0
515,10,oswiadczenie zarzad dot.przestrzegania zasada lad korporacyjny w spolka,0
516,4,podpisac kontrakt,1
517,4,realizacja pkrt   podpisac kontrakt epcm,1
518,4,powolanie osoba nadzorowac   informacja uzupelniac,1
519,4,akcjonariusz posiadajacy co malo 5  glos na zwz 28 maja 2007 r.,1
520,4,tresc uchwala powziac przez zwz 28 maja 2007 r.   korekta,1
521,4,powolanie osoba nadzorowac,1
522,4,odwolanie osoba nadzorowac,1
523,4,tresc uchwala powziac przez zwz w dzien 28 maja 2007 rok,1
524,10,wyplata dywidenda za 2006 rok,0
525,4,koncesja na eksploatacja gazowy zloze b4,1
526,4,stanowisko zarzad w sprawa polaczenie z partner sp. z o.o.,1
527,10,projekt uchwala zwz zwolac na dzien 28 maja 2007 r.,0
528,3,raport okresowy qsr,1
529,4,opinia rn w sprawa ocena sytuacja spolka w 2006 rok,1
530,10,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
531,10,wykaz informacja przekazac do publiczny wiadomosci w rok 2006,0
532,4,porzadek zwz   uzupelnienie,1
533,10,raport roczny,0
534,10,skonsolidowac raport roczny,0
535,10,termin oraz porzadek zwz,0
536,10,ustanowic prokurent,0
537,4,nabycie udzial spolka tank sp. z o.o.,1
538,10,nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.   korekta,0
539,10,nabycie przez mazowsze udzial spolka krakowski gaz sp. z o.o.,0
540,4,rejestracja zmiana struktura kapital zakladowy ochrona sp. z o.o.,1
541,4,przekroczenie 5  ogolnej liczba glos przez ing nationale nederlanden polski ofe,1
542,4,polaczenie z partner sp. z o.o.,1
543,3,raport okresowy qsr,1
544,4,rejestracja zmiana struktura kapital zakladowy park technologiczny,1
545,10,skorygowac struktura kapital zakl. park technologiczny sp. z o.o.,0
546,10,transakcja na akcja spolka w rok 2006,0
547,10,zawarcie trojstronny umowy,0
548,10,termin przekazywac raport okresowy w 2007 r.,0
549,4,zbycie udzial spolka przedsiebiorstwo projektowo uslugowe biproraf sp. z o.o.,1
550,10,rejestracja zmiana wysokosc kapital zakladowy park technologiczny,0
551,4,zawarcie umowy znaczacy z kolej sp. z o.o.,1
552,4,zawarcie umowy znaczacy pomiedzy a asfalt,1
553,10,remont w rafineria w gdanski w 2007 rok,0
554,10,otwarcie postepowanie likwidacyjny wobec rc paliwo sp. z o.o.,0
555,4,objecie aktyw finansowy o znaczacy wartosc przez jaslo,1
556,10,ustanowic prokurent,0
557,10,podpisac kontrakt epc na budowa instalacja hds,0
558,3,raport okresowy qsr,1
559,4,zloze b23   przedluzenie koncesja na poszukiwanie i rozpoznanie zloze ropa i gaz,1
560,4,umowa z petraco oil company ltd. na dostawa ropa naftowy,1
561,10,zloze b8   koncesja na wydobywac ropa naftowy i gaz ziemny,0
562,4,uzupelnienie informacja skonsolidowac raport polroczny psr 2006,1
563,4,powolanie czlonek zarzad   informacja uzupelniac,1
564,10,powolanie czlonek zarzad,0
565,10,rozszerzyc skonsolidowac raport polroczny,0
566,4,prognoza skonsolidowac wynik finansowy na 2006 rok.,1
567,4,zawarcie umowy na dostawa ropa naftowy,1
568,4,realizacja strategia kapitalowy   wejscie petrobaltic na nowe zloze b8 i b23,1
569,4,raport okresowy qs,1
570,10,asymilacja akcja przez kdpw,0
571,10,realizacja projekt pkrt   umowy na zakup reaktor,0
572,4,tresc uchwala powziac przez zwz 19 czerwiec 2006 r.,1
573,10,powolanie zarzad szosta kadencja,0
574,10,rezygnacja osoba nadzorowac   uzupelnienie informacja,0
575,10,ocena rad nadzorczy sytuacja spolka po 2005 rok,0
576,4,projekt uchwala zwz spolka zwolac na dzien 19.06.2006 r.,1
577,4,przerwa w produkcja w jaslo,1
578,4,wybor podmiot uprawniony do badanie sprawozdanie finansowy,1
579,4,termin oraz porzadek zwz,1
580,4,zmiana oswiadczenie zarzad dotyczyc zasada lad korporacyjny,1
581,3,raport okresowy qsr,1
582,10,informacja przekazac do publiczny wiadomosci w rok 2005,0
583,10,korekta raport biezacy numer 29/2006,0
584,10,skonsolidowac raport roczny,0
585,10,wplyw wycena zapas metoda lifo na skonsolidowac wynik finansowy,0
586,10,raport roczny,0
587,10,korekta wczesnie opublikowac prognoza wynik na 2005 rok,0
588,10,zmiana data publikacja raport okresowy,0
589,4,zawarcie umowy na dostawa wsad,1
590,10,asymilacja akcja przez kdpw,0
591,10,wprowadzenie do obrot gieldowy akcja seria a spolka,0
592,4,rejestracja zmiana wysokosc kapital zakladowy park technologiczny,1
593,4,zawarcie trojstronny umowy znaczacy,1
594,3,raport okresowy qsr,1
595,4,tekst jednolity statut,1
596,4,zmiana struktura kapital zakladowy parafina sp. z o.o.,1
597,10,zawarcie trojstronny umowy znaczacy,0
598,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
599,10,zawarcie trojstronny umowy,0
600,4,zmiana wysokosc kapital zakladowy park technologiczny,1
601,4,objecie udzial w park technologiczny sp. z o.o. przez,1
602,4,informacja o transakcja dokonany na akcja spolka,1
603,4,zmiana w sklad rad nadzorczy,1
604,10,informacja o transakcja dokonany na akcja spolka,0
605,10,projekt uchwala nwz spolka zwolac na dzien 30.01.2006 r.,0
606,10,termin raport okresowy w 2006 rok,0
607,4,zasada przyjety odnosnie konwersja akcja imienny na akcja na okaziciel,1
608,10,nabycie przez serwis sp. z o.o. udzial spolka,0
609,10,objecie udzial w park technologiczny przez czechowice,0
610,4,zawarcie trojstronny umowy znaczacy,1
611,10,zmiana warunki umowy znaczacy,0
612,4,termin zwolanie oraz porzadek nwz,1
613,4,nabycie udzial parafina sp. z o.o. przez spolka,1
614,10,zawarcie umowy przyrzec,0
615,10,spelnienie warunki zawieszac umowy znaczacy,0
616,4,informacja uzupelniac do prognoza wynik finansowy na 2005 r.,1
617,4,asymilacja akcja przez kdpw,1
618,4,wprowadzenie do obrot gieldowy akcja seria a spolka,1
619,10,znaczacy umowa pomiedzy paliwo sp. z o.o. a arge sp. z o.o.,0
620,10,nabycie akcja uab baltija,0
621,3,raport okresowy qsr,0
622,10,stanowisko zarzad odnosnie wczesnie opublikowac prognoza wynik na 2005 r.,0
623,4,doplata do kapital spolka zalezny paliwo sp. z o.o.,1
624,4,zawarcie umowy znaczacy pomiedzy paliwo a pol   miedz trans,1
625,10,zawarcie umowy znaczacy pomiedzy mazowsze a paliwo,0
626,10,jednolity tekst statut spolka,0
627,4,wypowiedzenie umowy przez spolka,1
628,4,nabycie przez laba sp. z o.o. 100  udzial spolka laboratorium badacz sp. z o.o.,1
629,10,skonsolidowac raport polroczny,0
630,4,podpisac umowy na zakup stacja paliwo slovnaft,1
631,4,zmiana profil dzialalnosc rafineria czechowice,1
632,10,rozwiazanie znaczacy umowy,0
633,10,zawarcie umowy znaczacy pomiedzy spolka zalezny,0
634,10,zawarcie umowy znaczacy,0
635,10,transakcja pomiedzy podmiot powiazac,0
636,10,akcjonariusz posiadajacy co malo 5  glos na nwz,0
637,10,tresc uchwala podjac przez nwz 23 sierpien 2005 rok,0
638,10,zawarcie umowy pomiedzy paliwo sp. z o.o. exxonmobil poland sp. z o.o.,0
639,4,odwolanie osoba nadzorowac,1
640,4,zmiana oswiadczenie dot. zasada lad korporacyjny,1
641,10,nabycie akcja o wartosc powyzej 5000 euro,0
642,3,raport okresowy qsr,1
643,4,projekt uchwala nwza zwolac na dzien 23.08.2005 r.,1
644,10,rozwiazanie umowy znaczacy,0
645,4,zmiana w statut,1
646,4,zawarcie umowy znaczacy,1
647,4,wypowiedzenie umowy przez spolka,1
648,4,nwz   zmiana porzadek obrada,1
649,10,umowa z shell global solutions international,0
650,10,termin oraz porzadek nzwz,0
651,10,umowa z podmiot powiazac,0
652,4,rejestracja przez sad podwyzszenie kapital zakladowy,1
653,4,wybor podmiot uprawniony do badanie sprawozdanie finansowy spolka,1
654,4,podpisac umowic offsetowy,1
655,10,zmiana wysokosc kapital zakladowy laba sp. z o.o.,0
656,10,zasada wyplat dywidenda,0
657,4,zmiana wysokosc kapital zakladowy oil,1
658,4,zawarcie umowy znaczacy przez spolka zalezny,1
659,4,zawarcie umowy znaczacy przez spolka zalezny,1
