id,cluster,text,change
4454,13,zbycie akcja przez osoba z kierownictwo spolka,0
4455,13,przekroczenie prog 5  ogolny liczba glos na w zastepstwie,0
4456,13,realizacja program wykup akcja wlasny,0
4457,13,zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0
4458,13,zejscie ponizej prog 5   ogolny liczba glos na w zastepstwie spolka,0
4459,13,  uzupelnienie raport za iv kwartal 2008 rok,0
4460,13,zmiana termin publikacja raport okresowy,0
4461,13,aneks numer 9 do umowy kredytowy z pekao,0
4462,13,realizacja program wykup akcja wlasny w okres od 20 marzec do 26 marzec 2009 r.,0
4463,13,realizacja program wykup akcja wlasny,0
4464,15,realizacja program wykup akcja wlasny od 6 do 12 marzec 2009 rok,1
4465,13,realizacja program wykup akcja wlasny od 27 luty do 5 marzec 2009,0
4466,13,realizacja program wykup akcja wlasny od 20 do 26 luty 2009 r.,0
4467,15,realizacja program wykup akcja wlasny,1
4468,3,raport okresowy qsr,1
4469,13,program wykup akcja wlasny,0
4470,15,uchwala nwza z 12 luty 2009 r.,1
4471,15,akcjonariusz posiadajacy powyzej 5  glos na nwza,1
4472,13,zbycie akcja przez osoba z kierownictwo spolka,0
4473,15,powolanie do sklad rad nadzorczy,1
4474,15,rezygnacja czlonek rad nadzorczy,1
4475,15,odpis aktualizacyjny na inwestycja w trader.com (polska) sp. z o.o.,1
4476,13,projekt uchwala na nwza,0
4477,13,termin i porzadek obrada nwza,0
4478,27,termin publikacja raport okresowy,0
4479,13,powolanie nowe czlonek zarzad,0
4480,13,plan poprawa efektywnosc operacyjny w spolka,0
4481,15,transakcja na akcja,1
4482,15,rezygnacja z uczestnictwo w zarzad oraz z funkcja wiceprezes zarzad,1
4483,15,zmiana w sklad zarzad,1
4484,15,rezygnacja z funkcja prezes zarzad,1
4485,3,raport okresowy qsr,1
4486,15,informacja o przekroczenie prog 20  ogolny liczba glos na wza,1
4487,15,informacja o zejscie ponizej prog 20  ogolny liczba glos na wza,1
4488,15,informacja o przekroczenie prog 20  ogolny liczba glos na wza   korekta,1
4489,13,informacja o przekroczenie prog 20  ogolny liczba glos na wza,0
4490,13,zakonczenie realizacja program nabywac akcja wlasny,0
4491,13,informacja o zwiekszenie posiadac udzial,0
4492,13,osoba odpowiedzialna za kontakt z knf,0
4493,15,zmiana umowy znaczacy,1
4494,15,realizacja program wykup akcja wlasny,1
4495,13,przekroczenie prog 5  ogolny liczba glos na wza,0
4496,13,realizacja program wykup akcja wlasny,0
4497,15,realizacja program wykup akcja wlasny,1
4498,15,realizacja program wykup akcja wlasny,1
4499,15,wybor podmiot uprawniony do badanie sprawozdanie finansowy,1
4500,15,realizacja program wykup akcja wlasny,1
4501,15,zmiana wysokosc kapital zakladowy spolka zalezny,1
4502,13,rozszerzyc skonsolidowac raport polroczny,0
4503,13,realizacja program wykup akcja wlasny,0
4504,15,rejestracja spolka zalezny,1
4505,15,realizacja program wykup akcja wlasny w okres od 5 do 11 wrzesnia 2008 r.,1
4506,13,realizacja program wykup akcja wlasny od 29 sierpien do 4 wrzesnia 2008 r.,0
4507,15,realizacja program wykup akcja wlasny,1
4508,13,zbycie akcja przez osoba z kierownictwo,0
4509,13,realizacja program wykup akcja wlasny,0
4510,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4511,15,informacja o zwiekszenie posiadac udzial,1
4512,15,realizacja program wykup akcja wlasny,1
4513,13,zbycie akcja przez osoba z kierownictwo spolka,0
4514,3,raport okresowy qsr,1
4515,15,realizacja program wykup akcja wlasny,1
4516,15,realizacja program wykup akcja wlasny w okres od 25 lipiec do 31 lipiec 2008 r.,1
4517,13,realizacja program wykup akcja wlasny,0
4518,13,realizacja program wykup akcja wlasny w okres od 14 lipiec do 17 lipiec 2008 r.,0
4519,13,program wykup akcja wlasny,0
4520,29,wprowadzenie akcja do obrot na gpw,1
4521,13,zamkniecie transakcja nabycie udzial w trader.com (polska),0
4522,13,powolanie czlonek zarzad na nowa piecioletni kadencja,0
4523,13,uchwala wza z 20 czerwiec 2008 r.,0
4524,13,akcjonariusz posiadajacy powyzej 5  glos na zwza,0
4525,13,zwiekszenie posiadac udzial,0
4526,15,zwiekszenie posiadac udzial ponad 10  ogolny liczba glos,1
4527,15,przekroczenie prog 5  ogolny liczba glos na wza,1
4528,15,uzupelnienie porzadek obrada zwza,1
4529,3,raport okresowy qsr,1
4530,15,podpisac umowy o nabycie trader.com (polska),1
4531,13,wyjasnienie do raport roczny,0
4532,15,projekt uchwala na zwza 20 czerwiec 2008 r.,1
4533,13,aneks numer 8 do umowy kredytowy z pekao,0
4534,13,zbycie akcja przez osoba z kierownictwo spolka,0
4535,15,kandydat do zarzad,1
4536,15,zwolanie walny zgromadzenie akcjonariusz,1
4537,15,informacja przekazac do publiczny wiadomosci w 2007 rok,1
4538,15,stosowac zasada lad korporacyjny w 2007 rok,1
4539,15,rekomendacja zarzad w sprawa wyplat dywidenda,1
4540,15,skonsolidowac raport roczny,1
4541,15,raport roczny,1
4542,15,uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w 2007 rok,1
4543,13,porzadkowac struktura w radiowy,0
4544,15,aneks numer 7 do umowy kredytowy z pekao,1
4545,3,raport okresowy qsr,1
4546,15,utworzyc spolka a2 multimedia sp. z o.o.,1
4547,13,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0
4548,13,przekroczenie prog 10  ogolny liczba glos na wza,0
4549,15,zbycie akcja przez osoba z kierownictwo,1
4550,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4551,15,aneks numer 6 do umowy kredytowy z pekao,1
4552,15,zbycie akcja przez osoba z kierownictwo spolka,1
4553,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4554,15,zwiekszenie posiadac udzial ogolny liczba glos o duzo niz 2 ,1
4555,15,zmiana liczba akcja posiadac przez   holding sp. z o.o,1
4556,13,zbycie akcja przez osoba z kierownictwo byc czlonek zarzad,0
4557,13,zbycie akcja przez osoba z kierownictwo,0
4558,27,termin publikacja raport okresowy,0
4559,13,zbycie akcja przez osoba z kierownictwo,0
4560,15,zbycie akcja przez osoba z kierownictwo spolka,1
4561,3,raport okresowy qsr,0
4562,13,przekroczenie prog 10  ogolny liczba glos na wza,0
4563,13,zbycie akcja przez osoba z kierownictwo spolka,0
4564,13,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,0
4565,15,zbycie akcja przez osoba z kierownictwo spolka byc czlonek zarzad,1
4566,13,zbycie akcja przez osoba z kierownictwo spolka,0
4567,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4568,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4569,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4570,13,osoba odpowiedzialna za kontakt z knf,0
4571,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4572,15,rozszerzyc skonsolidowac raport polroczny,1
4573,13,uchwala nwza z 30 sierpien 2007 r.,0
4574,13,zmiana w sklad zarzad,0
4575,13,akcjonariusz posiadajacy powyzej 5  glos na nwza,0
4576,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4577,15,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1
4578,13,zbycie akcja przez osoba z kierownictwo,0
4579,13,zmiana w zarzad,0
4580,13,przekroczenie prog 5  ogolny liczba glos na wza,0
4581,13,zbycie akcja przez czlonek zarzad spolka,0
4582,13,zbycie akcja przez czlonek zarzad spolka,0
4583,13,zbycie akcja przez osoba z kierownictwo,0
4584,3,raport okresowy qsr,0
4585,13,projekt uchwala na nwza,0
4586,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4587,15,zbycie akcja przez osoba z kierownictwo spolka,1
4588,13,zwolanie nwza spolka,0
4589,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4590,29,wprowadzenie akcja do obrot na gpw,1
4591,29,wprowadzenie akcja do obrot na gpw,1
4592,15,akcjonariusz posiadajacy powyzej 5  glos na wza,1
4593,15,informacja o powolanie czlonek rad nadzorczy,1
4594,15,uchwala wza z 29 czerwiec 2007 r.,1
4595,13,zmiana umowy znaczacy,0
4596,15,ciag daleki porzadkowac struktura w radiowy,1
4597,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4598,13,projekt uchwala na zwza w dzien 29 czerwiec 2007r.,0
4599,15,zbycie akcja przez osoba z kierownictwo spolka,1
4600,13,ciag daleki porzadkowac struktura w radiowy,0
4601,13,uchwala rad nadzorczy w sprawa zwiezly ocena sytuacja spolka w rok 2006,0
4602,13,rekomendacja zarzad w sprawa wyplat dywidenda,0
4603,13,kandydat do rn,0
4604,13,zwolanie wza,0
4605,13,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,0
4606,13,rejestracja spolka zalezny,0
4607,3,raport okresowy qsr,0
4608,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4609,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4610,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4611,15,wykaz informacja przekazac do wiadomosci publiczny w 2006 r.,1
4612,15,oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,1
4613,15,skonsolidowac raport roczny,1
4614,15,raport roczny,1
4615,15,aneks numer 5 do umowy kredytowy z pekao,1
4616,13,korekta raport biezacy 9/2007,0
4617,13,informacja o przekroczenie prog 5  ogolny liczba glos na wza,0
4618,3,raport okresowy qsr,1
4619,13,zbycie akcja przez osoba z kierownictwo spolka,0
4620,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4621,15,zbycie akcja przez osoba z kierownictwo nie byc czlonek zarzad,1
4622,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4623,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4624,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4625,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4626,15,korekta raport biezacy numer 47/2006 z dzien 23 pazdziernik 2006 roku.,1
4627,15,zmiana w harmonogram zwolnienie grupowy,1
4628,15,zmiana liczba akcja posiadac przez   holding sp. z o.o,1
4629,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4630,27,termin publikacja raport okresowy,0
4631,27,termin publikacja raport okresowy,0
4632,13,zbycie akcja przez osoba z kierownictwo spolka,0
4633,15,zbycie akcja przez osoba nie byc czlonek zarzad spolka,1
4634,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,1
4635,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4636,3,raport okresowy qsr,0
4637,13,obnizenie kapital zakladowy,0
4638,15,zbycie akcja przez osoba z kierownictwo spolka,1
4639,13,zbycie akcja przez osoba z kierownictwo spolka,0
4640,15,skonsolidowac raport polroczny,1
4641,13,plan optymalizacja koszt spolka,0
4642,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,0
4643,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4644,13,zbycie akcja przez osoba nie byc czlonek zarzad spolka,0
4645,13,zbycie akcja przez osoba z kierownictwo spolka,0
4646,3,raport okresowy qsr,1
4647,29,wprowadzenie akcja do obrot na gpw,1
4648,15,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad,1
4649,13,zbycie akcja przez osoba z kierownictwo spolka nie byc czlonek zarzad spolka,0
4650,13,zbycie akcja przez osoba z kierownictwo spolka,0
4651,15,kandydat do rad nadzorczy,1
4652,15,uchwala w sprawa zwiezly ocena sytuacja spolka w rok 2005,1
4653,15,rekomendacja zarzad w sprawa podzial zysk za rok obrotowy 2005,1
4654,15,projekt uchwala na zwza 26 czerwiec 2006 rok,1
4655,15,informacja o zwolanie wza,1
4656,3,raport okresowy qsr,1
4657,15,zbycie akcja przez osoba z kierownictwo spolka,1
4658,13,daleki ciag porzadkowac struktura w radiowy,0
4659,13,zbycie akcja przez osoba z kierownictwo spolka,0
4660,15,zbycie akcja przez osoba z kierownictwo spolka,1
4661,15,zbycie akcja przez osoba z kierownictwo spolka,1
4662,13,oswiadczenie w sprawa przestrzegac w spolka zasada lad korporacyjny,0
4663,13,wykaz informacja przekazac przez spolka do publiczny wiadomosci w 2005 r.,0
4664,13,raport roczny,0
4665,13,skonsolidowac raport roczny,0
4666,15,od piatku  14 kwietni gazeta wyborczy w caly kraj byc kosztowac 1 5 zl.,1
4667,15,korekta raport biezacy numer 11/2005 z dzien 7 marzec 2005,1
4668,15,`nowy dzien` przestac siebie ukazywac,1
4669,3,raport okresowy qsr,1
4670,13,ciag daleki porzadkowac struktura w radiowy,0
4671,13,ciag daleki porzadkowac struktura w radiowy,0
4672,15,ciag daleki porzadkowac struktura w radiowy,1
4673,13,zbycie akcja przez osoba z kierownictwo spolka,0
4674,13,zbycie akcja przez osoba z kierownictwo spolka,0
4675,13,zbycie akcja przez osoba z kierownictwo spolka,0
4676,13,zbycie akcja przez osoba z kierownictwo spolka,0
4677,15,zbycie akcja przez osoba z kierownictwo spolka,1
4678,15,zbycie akcja przez osoba z kierownictwo spolka,1
4679,13,zbycie akcja przez osoba z kierownictwo spolka,0
4680,13,zbycie akcja przez osoba z kierownictwo spolka,0
4681,15,zbycie akcja przez osoba z kierownictwo spolka,1
4682,13,akcjonariusz posiadajacy powyzej 5  glos na nwza raport,0
4683,13,zbycie akcja przez osoba z kierownictwo spolka,0
4684,13,informacja o powolanie czlonek rad nadzorczy spolka,0
4685,13,uchwala nwza spolka z 19 grudzien 2005 rok,0
4686,13,zbycie akcja przez osoba z kierownictwo spolka,0
4687,13,wynik sprzedaz nowe dzien,0
4688,15,ciag daleki porzadkowac struktura w radiowy,1
4689,15,zakonczenie realizacja program nabywac akcja wlasny,1
4690,15,zbycie akcja przez osoba z kierownictwo spolka,1
4691,13,projekt uchwala na nwza 19 grudzien 2005 rok,0
4692,13,kandydat do rad nadzorczy,0
4693,27,termin publikacja raport okresowy,0
4694,13,realizacja program wykup akcja wlasny w okres od 18 do 24 listopad 2005 r.,0
4695,15,zwolanie nwza spolka,1
4696,13,realizacja program wykup akcja wlasny w okres od 14 do 17 listopad,0
4697,13,zbycie akcja przez osoba z kierownictwo spolka,0
4698,15,realizacja program wykup akcja wlasny w okres od 4 do 10 listopad,1
4699,13,nowy dzien   zalozenie wydawniczy i finansowy,0
4700,13,debiut nowe dziennik   14 listopad 2005 r.,0
4701,15,zbycie akcja przez osoba z kierownictwo spolka,1
4702,3,raport okresowy qsr,0
4703,13,warunkowy sprzedaz udzial w radio lokalny zielony gora sp. z o.o.,0
4704,13,realizacja program wykup akcja wlasny w okres od 21 do 27 pazdziernik 2005 r.,0
4705,15,sprzedaz udzial w twoje radio   ciag daleki porzadkowac struktura,1
4706,15,realizacja program wykup akcja wlasny,1
4707,13,sprzedaz udzial w radio klakson sp. z o.o,0
4708,13,sprzedaz udzial w elita sp. z o.o,0
4709,13,realizacja program wykup akcja wlasny w okres od 7 do 13 pazdziernik 2005 r.,0
4710,15,realizacja program wykup akcja wlasny,1
4711,15,nowy tytul prasowy,1
4712,13,realizacja program wykup akcja wlasny w okres od 23 do 29 wrzesnia 2005 r.,0
4713,15,skonsolidowac raport polroczny,1
4714,15,sprzedaz akcja przez czlonek zarzad,1
4715,13,sprzedaz akcja przez czlonek zarzad,0
4716,13,sprzedaz akcja przez czlonek zarzad,0
4717,13,realizacja program wykup akcja wlasny w okres od 16 do 22.09.2005,0
4718,13,zmiana w plan motywacyjny,0
4719,13,realizacja program wykup akcja wlasny w okres od 9 do 15 wrzesnia 2005 r.,0
4720,13,sprzedaz akcja przez czlonek zarzad,0
4721,13,sprzedaz akcja przez czlonek zarzad,0
4722,13,sprzedaz akcja przez czlonek zarzad,0
4723,15,wykup akcja wlasny w okres od 2 do 8 wrzesnia,1
4724,15,sprzedaz akcja przez czlonek zarzad,1
4725,15,sprzedaz akcja przez czlonek zarzad,1
4726,15,sprzedaz akcja przez czlonek zarzad,1
4727,13,realizacja program wykup akcja wlasny,0
4728,13,sprzedaz akcja przez czlonek zarzad,0
4729,13,sprzedaz akcja przez czlonek zarzad,0
4730,13,sprzedaz akcja przez czlonek zarzad,0
4731,13,realizacja program wykup akcja wlasny,0
4732,13,sprzedaz akcja przez czesc lonka zarzad,0
4733,13,sprzedaz akcja przez czlonek zarzad,0
4734,13,sprzedaz akcja przez czlonek zarzad,0
4735,13,realizacja program wykup akcja wlasny,0
4736,15,sprzedaz akcja przez czlonek zarzad,1
4737,15,sprzedaz akcja przez czlonek zarzad,1
4738,15,sprzedaz akcja przez czlonek zarzad,1
4739,15,sprzedaz akcja przez czlonek zarzad,1
4740,3,raport okresowy qsr,1
4741,15,program wykup akcja wlasny,1
4742,15,wprowadzenie akcja seria co do obrot na gpw,1
4743,15,zmiana osoba odpowiedzialna za kontakt z kpwig,1
4744,15,zmiana prawic z akcja seria co,1
4745,13,sprzedaz akcja przez czlonek zarzadu,0
4746,13,sprzedaz akcja przez czlonek zarzad,0
4747,15,sprzedaz akcja przez czlonek zarzad,1
4748,15,zbycie akcja przez czlonek zarzad,1
4749,29,wprowadzenie akcja do obrot na gpw,0
4750,13,zmiana umowy depozytowy,0
4751,13,sprzedaz akcja przez czlonek zarzad,0
4752,15,program kwit depozytowy,1
4753,15,tresc uchwala podjac przez walny zgromadzenie akcjonariusz,1
4754,15,powolanie przewodniczacy rad nadzorczy,1
4755,15,akcjonariusz posiadajacy powyzej 5  glos na wza,1
4756,15,sprzedaz akcja przez czlonek zarzad,1
4757,15,sprzedaz akcja przez czlonek zarzad,1
4758,15,projekt uchwala na wza w dzien 22 czerwiec 2005 rok,1
4759,13,sprzedaz akcja przez czlonek zarzad,0
4760,13,sprzedaz akcja przez czlonek zarzad,0
4761,13,zmiana liczba akcja posiadac przez znaczny akcjonariusz,0
4762,3,raport okresowy qsr,0
4763,13,sprzedaz akcja przez czlonek zarzad,0
4764,13,sprzedaz akcja przez czlonek zarzad,0
4765,15,korekta polski wersja jezykowy komentarz zarzad do raport za rok 2004,1
4766,15,oswiadczenie spolka o przestrzegac zasada lad korporacyjny,1
4767,15,raport okresowy sa rs,1
4768,15,raport okresowy sa r,1
4769,13,sprzedaz akcja przez czlonek zarzad,0
4770,13,sprzedaz akcja przez czlonek zarzad,0
4771,13,skonsolidowac raport kwartalny sa qsr 4/2004,0
4772,13,nabycie akcja w wynik realizacja warunkowe prawa do akcja,0
4773,15,planowy sprzedaz akcja przez czlonek zarzad,1
4774,13,aneks numer 3 do umowy kredytowy z pekao,0
4775,13,zbycie udzial w spolka idm serwis sp. z o.o. przez spolka zalezny,0
4776,15,zmiana prawic z akcja seria bar,1
4777,13,rozszerzyc skonsolidowac raport kwartalny sa qsr,0
4778,13,zwiekszenie udzial w spolka multimedia plus sp. z o.o.,0
4779,15,tresc uchwala podjac przez nwza dn. 20 pazdziernik 2004r.,1
4780,15,akcjonariusz posiadajacy ponad 5  glos na nwza,1
4781,15,projekt uchwala nwza 20 pazdziernik 2004 rok,1
4782,13,skonsolidowac raport polroczny sa psr,0
4783,13,zwolanie nwza,0
4784,15,sprzedaz akcja przez czlonek zarzad,1
4785,15,sprzedaz akcja przez czlonek zarzad,1
4786,15,zmiana liczba akcja posiadac przez znaczny akcjonariusz,1
4787,13,rezygnacja czlonek zarzad,0
4788,13,raport za ii kw. 2004   ias,0
4789,13,rozszerzyc skonsolidowac raport kwartalny sa qsr,0
4790,13,powolanie jaroslawa szalinskiego na czlonek zarzad spolka,0
4791,29,wprowadzenie akcja do obrot na gpw,1
4792,13,nabycie udzial w spolka tresa sp. z o.o.,0
4793,15,powolanie czlonek wladza spolka,1
4794,15,akcjonariusz posiadajacy ponad 5  glos na wza,1
4795,15,tresc uchwala podjac przez zwza 24 czerwiec 2004r.,1
4796,15,projekt uchwala zwza,1
4797,13,korekta raport rb 13/2004,0
4798,13,kandydatura do organ spolka,0
4799,13,propozycja podzial zysk,0
4800,13,ocena sytuacja spolka przez rada nadzorczy,0
4801,13,zwolanie walny zgromadzenie akcjonariusz,0
4802,15,raport finansowy za pierwszy kwartal wedlug msr,1
4803,15,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
4804,13,podwyzszenie kapital w spolka zalezny,0
4805,15,sprzedaz akcja przez czlonek zarzad,1
4806,13,sprzedaz akcja spolka,0
4807,15,lad korporacyjny,1
4808,15,skonsolidowac raport roczny sa rs,1
4809,15,raport roczny sa r,1
4810,15,zbycie akcja przez czlonek zarzad,1
4811,13,zbycie akcja przez czlonek zarzad,0
4812,15,sprzedaz akcja przez czlonek zarzad,1
4813,15,likwidacja spolka polskie badanie reklama zewnetrzny,1
4814,15,sprzedaz akcja przez czlonek zarzad,1
4815,15,skrocic raport finansowy za cztery kwartal wedlug mssf,1
4816,15,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
4817,13,zwiekszenie udzial w radio wanda sp. z o.o.,0
4818,15,zwiekszenie udzial w radio klakson sp. z o.o.,1
4819,15,zmiana restrukturyzacyjny w,1
4820,13,nabycie akcja spolka   korekta (rb 42/2003),0
4821,13,aneks do umowy kredytowy z pekao,0
4822,13,nabycie akcja przez czlonek zarzad,0
4823,13,termin publikacja raport okresowy w rok 2004,0
4824,13,zwiekszenie udzial w wibor sp. z o.o.,0
4825,15,zmiana stan posiadanie znaczny pakiet akcja,1
4826,15,powolanie czlonek rn,1
4827,15,rezygnacja czlonek rad nadzorczy,1
4828,15,raport kwartalny wg. msr,1
4829,15,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
4830,13,zwiekszenie udzial w rpz sp. z o.o.,0
4831,13,nabycie udzial w twoje radio sp. z o.o.,0
4832,15,ogloszenie upadlosc jednostki zalezny active media sp.,1
4833,13,zawarcie transakcja z podmiot powiazac ams,0
4834,13,nabycie udzial w media system,0
4835,15,sprzedaz akcja przez czlonek zarzad,1
4836,13,zbycie akcja spolka,0
4837,15,rejestracja podwyzszenie kapital zakladowy twoje radio,1
4838,15,zawarcie transakcja z podmiot powiazac   ams,1
4839,15,aneks do umowy kredytowy,1
4840,13,raport za ii kw. 2003   ias,0
4841,13,rozszerzyc skonsolidowac raport kwartalny sa qsr,0
4842,15,zwiekszenie udzial w radio puls (lublin),1
4843,13,aneks do umowy dotyczyc zasada zbywac akcja seria bar,0
4844,15,wprowadzenie akcja spolka do obrot na gpw,1
4845,15,oswiadczenie w sprawa przestrzegac zasada dobry praktyk w spolka publiczny,1
4846,15,powolanie czlonek wladza spolka,1
4847,15,akcjonariusz posiadajacy ponad 5  glos na wza,1
4848,15,tresc uchwala podjac przez wza spolka,1
4849,13,zgloszenie kandydat do zarzad i rad nadzorczy,0
4850,15,zmiana znaczacy umowy,1
4851,13,projekt uchwala zwza spolka,0
4852,15,zwolanie zwyczajny walny zgromadzenie akcjonariusz,1
4853,15,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
4854,13,raport roczny sa r,0
4855,13,skonsolidowac raport roczny sa rs,0
4856,13,sprzedaz akcja przez czlonek zarzad,0
4857,15,zmiana termin publikacja raport roczny,1
4858,15,zmniejszenie udzial w multimedia plus sp. z o.o.,1
4859,15,aneks do umowy dotyczyc zasada zbywac akcja seria bar,1
4860,13,zwiekszenie udzial w radio klakson sp. z o.o.,0
4861,15,umowa o subskrypcja akcja ams,1
4862,15,zawarcie transakcja z podmiot powiazac ams,1
4863,13,zawarcie transakcja z podmiot powiazac   ams,0
4864,13,zawiadomienie o zbycie znaczny pakiet akcja,0
4865,13,nabycie akcja,0
4866,15,nabycie akcja zwykly imienny,1
4867,15,sprzedaz akcja przez czlonek zarzad,1
4868,15,oswiadczenie dotyczyc przestrzegac zasada lad,1
4869,15,sprzedaz akcja przez czlonek zarzad,1
4870,15,zawarcie umowy z podmiot powiazac,1
4871,15,sprzedaz akcja przez czlonek zarzad,1
4872,13,zawarcie transakcja z podmiot powiazac   ams,0
4873,13,wynik zapis na sprzedaz akcja ams,0
4874,15,sprawozdanie finansowy za trzy kwartal msr,1
4875,15,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
4876,15,struktura akcjonariat,1
4877,15,tresc uchwala wza,1
4878,15,skonsolidowac raport polroczny sa ps,1
4879,15,zmiana umowy depozytowy,1
4880,15,zawarcie transakcja z podmiot powiazac ams,1
4881,15,projekt uchwala na wza w dzien 23.10.2002 r.,1
4882,15,ogloszenie wezwanie do sprzedaz akcja ams,1
4883,13,nabycie udzial o znaczny wartosc,0
4884,15,sprzedaz akcja przez czlonek zarzad,1
4885,15,wynik zapis na sprzedaz akcja ams,1
4886,13,zawarcie transakcja z podmiot powiazac   ams,0
4887,13,zawarcie transakcja z podmiot powiazac ams,0
4888,13,termin i porzadek obrada wza,0
4889,15,komunikat w sprawa prezentacja wynik finansowy,1
4890,15,raport polroczny sa p,1
4891,15,ogloszenie wezwanie do sprzedaz akcja ams,1
4892,13,zmiana termin przekazac raport polroczny,0
4893,15,aneks do umowy zobowiazywac do sprzedaz akcja ams,1
4894,15,aneks do umowy zobowiazujacej do sprzedaz akcja ams,1
4895,15,umowa zobowiazywac do sprzedaz akcja ams,1
4896,13,umowa zobowiazywac do sprzedaz akcja ams,0
4897,15,dotyczyc umowy zobowiazywac do sprzedaz akcja ams,1
4898,15,dotyczyc umowy zobowiazywac do sprzedaz akcja ams,1
4899,15,rozszerzyc skonsolidowac raport kwartalny,1
4900,15,zamiar polaczenie z city magazine sp. z o.o.,1
4901,15,spelnienie siebie dwa warunki zawieszac wykonanie umowy,1
4902,15,korekta komunikat rb 26/2002,1
4903,15,sprzedaz akcja przez czlonek zarzad,1
4904,29,wprowadzenie akcja do obrot na gpw,1
4905,15,struktura akcjonariat,1
4906,15,informacja o powolanie czlonek rad nadzorczy,1
4907,15,uchwala wza,1
4908,13,zamiar nabycie udzial w ams,0
4909,13,zwiekszenie udzial w radio pomoc,0
4910,13,projekt uchwala na wza,0
4911,15,chi zmieniac wlasciciel,1
4912,15,zmiana czlonek rad nadzorczy spolka,1
4913,13,rezygnacja z ubiegac siebie o wybor w nastepna kadencja,0
4914,13,termin i porzadek obrada wza,0
4915,15,raport kwartalny wedlug msr,1
4916,15,skonsolidowac raport kwartalny,1
4917,15,raport roczny sa r,1
4918,15,skonsolidowac raport roczny sa rs,1
4919,15,nabycie czasopismo proszynskiego,1
4920,13,zwiekszenie udzial w polski badanie internet,0
4921,13,podpisac umowy kredytowy,0
4922,15,zalozenie nowy spolka,1
4923,13,umowa inwestycyjny   kupno czasopismo proszynskiego,0
4924,15,sprawozdanie finansowy wedlug msr  poprawic,1
4925,15,sprawozdanie finansowy wedlug msr,1
4926,15,skonsolidowac raport kwartalny sa qs,1
4927,15,przekazywac raport kwartalny,1
4928,15,zwiekszenie udzial w radio echo,1
4929,13,nabycie akcja spolka   korekta,0
4930,13,nabycie akcja spolka,0
4931,15,nabycie udzial,1
4932,15,nabycie udzial w radio echo,1
4933,15,daleki oszczednosci w spolka,1
4934,13,sprzedaz akcja spolka,0
4935,15,wynik pierwszy trzy kwartal 2001 r. (msr),1
4936,15,raport kwartalny sa q,1
4937,15,skonsolidowac raport kwartalny sa qs,1
4938,13,uchwala nwza,0
4939,13,struktura akcjonariat,0
4940,15,wstepne wynik jednostkowy za pierwsze trzy kwartal rok 2001,1
4941,13,projekt uchwala na nwza,0
4942,13,termin i porzadek zwolanie nwza,0
4943,13,sprzedaz akcja spolka,0
4944,15,nabycie udzial,1
