id,cluster,text,change
3723,7,zakup akcja wlasny,0
3724,21,kontynuacja program optymalizacja kapital,0
3725,16,podpisac porozumienie z indyjski spolka ongc,1
3726,16,  ilosc prawic glos w spolka,1
3727,21,strategiczny sojusz pomiedzy cez a,0
3728,16,zmiana wplyw na spolka,1
3729,16,zmiana wspolczynnik w adr ach,1
3730,16,i libijski urzad inwestycyjny (lia) podpisywac memorandum of understanding,1
3731,16,zmiana wplyw na spolka,1
3732,21,rozszerzyc prawic opcja na akcja posiadac przez bnp paribas,0
3733,24,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy   poprawka,1
3734,16,stanowisko w sprawa uchwala wegierski komisja nadzor finansowy,1
3735,16,wstepne wynik za iii kwartal 2007 rok,1
3736,21,nowa inicjatywa,0
3737,21,stanowisko firma odnosnie oswiadczenie omv,0
3738,21,zmiana wplyw na spolka,0
3739,16,zmiana wplyw na spolka,1
3740,21,zakonczyc operacja zakup 100  udzial w italiana energia e servizi,0
3741,21,wstepne wynik za iii kwartal 2007 rok,0
3742,21,podpisac porozumienie,0
3743,21,podpisac porozumienie,0
3744,21,porozumienie w sprawa zakup 40  udzial w nowy przybrzezny blok w kamerunie,0
3745,16,zamkniecie transakcja zakup spolka tifon,1
3746,16,memorandum of understanding z quatar petroleum international,1
3747,16,podpisywac umowa na kredyt odnawialny o wartosc 2 1 miliard euro,1
3748,21,stanowisko odnosnie warunkowy deklaracja intencja omv,0
3749,16,zmiana w posiadanie akcja przez menadzer wysoki szczebel,1
3750,16,zmiana w oplata nie powinny istotnie wplynac na zyskownosc spolka,1
3751,16,zmiana wplyw na spolka,1
3752,7,zakup akcja wlasny,1
3753,7,zakup akcja wlasny,0
3754,16,nowy transgraniczny projekt badawczy mol ina,1
3755,7,zakup akcja wlasny,1
3756,16,memorandum of understanding w zakres sojusz strategiczny,1
3757,7,zakup akcja wlasny,0
3758,16,wstepne wynik za ii kwartal 2007 rok,1
3759,7,zakup akcja wlasny,0
3760,7,zakup akcja wlasny,0
3761,7,zakup akcja wlasny,1
3762,7,zakup akcja wlasny,1
3763,16,  zakup akcja wlasny,1
3764,7,zakup akcja wlasny,1
3765,7,zakup akcja wlasny,0
3766,7,zakup akcja wlasny,1
3767,7,zakup akcja wlasny,1
3768,16,wstepne wynik za ii kwartal 2006 r.,1
3769,7,zakup akcja wlasny,1
3770,7,zakup akcja wlasny,0
3771,7,zakup akcja wlasny,1
3772,7,zakup akcja wlasny,0
3773,21,spolka kupowac chorwacki siec tifon,0
3774,7,zakup akcja wlasny,1
3775,7,zakup akcja wlasny,1
3776,21,umowa na zakup 100  udzial w italiana energia e servizi,0
3777,7,zakup akcja wlasny,1
3778,7,zakup akcja wlasny,0
3779,7,zakup akcja wlasny,1
3780,7,zakup akcja wlasny,1
3781,7,zakup akcja wlasny,0
3782,7,zakup akcja wlasny,1
3783,21,  zakup akcja wlasny,0
3784,7,zakup akcja wlasny,0
3785,21,udany wspolpraca z spolka ina   uzupelnienie,0
3786,21,odkrycie nowe pole gaz ziemny,0
3787,7,zakup akcja wlasny,1
3788,7,zakup akcja wlasny,1
3789,21,odrzucenie warunkowe uklad z omv,0
3790,21,mozliwosci wzrost organiczny i generowac srodki finansowy,0
3791,7,zakup akcja wlasny,0
3792,21,zmiana w akcja wlasny,0
3793,7,zakup akcja wlasny,0
3794,7,zakup akcja wlasny,1
3795,16,spolka otrzymac koncesja na obrot gaz,1
3796,7,zakup akcja wlasny,1
3797,16,zamiana akcja wlasny,1
3798,7,zakup akcja wlasny,0
3799,21,zamiana akcja wlasny,0
3800,7,zakup akcja wlasny,1
3801,7,zakup akcja wlasny,1
3802,16,nowy posrednik transakcja,1
3803,7,zakup akcja wlasny,1
3804,21,zmiana wplyw na spolka,0
3805,21,sprzedaz akcja przez menadzer spolka,0
3806,7,zakup akcja wlasny,0
3807,7,zakup akcja wlasny,0
3808,21,zmiana wplyw na spolka,0
3809,21,kontynuacja wdrazac wlasny strategia,0
3810,21,program optymalizacja struktura kapitalowy spolka,0
3811,21,zmiana wplyw na,0
3812,16,zakup akcja dawac ponad piecioprocentowy wplyw na,1
3813,16,  odkrycie trzeci zrodlo gaz ziemny w region trans tisza,1
3814,21,wstepne wynik za i kwartal 2007 rok,0
3815,16,zmiana wplyw na spolka,1
3816,16,nabycie ponad 5  wplyw na spolka,1
3817,16,sprzedaz akcja przez menadzer spolka,1
3818,16,program rozbudowa rafineria duna,1
3819,21,  zasada lad korporacyjny,0
3820,16, raport roczny za 2006 rok   uzupelnic wersja polskojezyczny,1
3821,16,  es gazipari nyilvanosan mukodo reszvenvtarsasag raport roczny,1
3822,21,projekt umowy z exxonmobil,0
3823,16,wstepne wynik za i kwartal 2007 r.,1
3824,16,wstepne wynik za i kwartal 2007 r.,1
3825,21,rada dyrektor oglaszac wyplata dywidenda za rok 2006 (poprawka),0
3826,21,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2006,0
3827,21,sprzedaz akcja przez menadzer spolka,0
3828,16,uchwala roczny zgromadzenie akcjonariusz z 26 kwietni 2007 r.,1
3829,21,raport roczny za 2006 rok,0
3830,16,  es gnmr powolac spolka obrot gaz ziemny,1
3831,16,nabycie 100  udzial w spolka matjushkinskaya vertikal llc,1
3832,16,dokument na wza,1
3833,16,dokument na wza,1
3834,21,zmiana data identyfikacja akcjonariusz przed wza,0
3835,21,harmonogram wza,0
3836,16,wstepne wynik za iv kwartal oraz caly 2006 rok,1
3837,16,zmiana wplyw w tvk,1
3838,16,zmiana wplyw w tvk,1
3839,16,wstepne wynik za iv kwartal oraz za caly rok 2006,1
3840,16,miejsce publikacja wstepny wynik za iv kw. i 2006 r.,1
3841,16,nowa dzialalnosc wpisac do statut spolka,1
3842,21,dostawa ropa naftowy do rafineria zostac wznowic,0
3843,16,  negocjacje w cel zabezpieczenie dostawa ropa naftowy,1
3844,16,nabycie mszksz zrt.,1
3845,21,spolka nabyc 100  udzial w baitex llc,0
3846,16,rozszerzyc prawic opcja na akcja,1
3847,16,wiazacy oferta na 100  udzial w rosyjski aktywa naftowy,1
3848,16,wstepne wynik za iii kwartal 2006 r.,1
3849,16,wynik przetarg na wybudowac strategiczny magazyn gaz,1
3850,16,wapiwsp zamierzac sprzedac 1 73  akcja spolka,1
3851,21,wstepne wynik za iii kwartal 2006 r.,0
3852,16,umowa koncesyjny z republika pakistanu na prace badawczy na dwa obszar roponosny,1
3853,16,podpisac statut spolka,1
3854,16,rosyjski urzad antymonopolowy wyrazic zgoda na nabycie 100  udzial nwog mol,1
3855,21,sprzedaz akcja spolka przez menadzer,0
3856,21,umowa kupna sprzedazy z rosyjski firma nwog,0
3857,21,zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0
3858,16,zarejestrowac podniesienie kapital,1
3859,21,konsorcjum mol ina podpisac umowa z rzad bosni i hercegowiny,0
3860,21,  decyzja rad dyrektor o podwyzszenie kapital akcyjny,0
3861,21,sprzedaz akcja spolka przez menadzer,0
3862,21,podpisac pierwsza umowa eksploracyjny na teren wegier,0
3863,21,wstepne wynik za ii kwartal 2006 r.,0
3864,16,sprzedaz akcja spolka przez menadzer,1
3865,21,sprzedaz akcja spolka przez menadzer,0
3866,16,sprzedaz akcja spolka przez menadzer,1
3867,16,sprzedaz akcja spolka przez menadzer,1
3868,21,wstepne wynik za ii kwartal 2006 rok,0
3869,16,zakup akcja spolka przez menadzer,1
3870,21,emitent i rossi beteiligungs ltd. wybudowac fabryka komponent biodiesla,0
3871,21,umowa na kredyt odnawialny o wartosc 825 milion euro,0
3872,21,zakup obligacja bezterminowy przez menadzer,0
3873,21,informacja o zmiana wplyw na spolka,0
3874,16,wstepne wynik za i kwartal 2006 r.,1
3875,16,zmiana wplyw na spolka,1
3876,16,realizacja transakcja,1
3877,21,podzial akcja dla zarzad i pracownik (poprawiona wersja),0
3878,21,podzial akcja dla zarzad i pracownik,0
3879,21,  es gazipari rszvenvtarsasag zasada lad korporacyjny,0
3880,7,zakup akcja wlasny,1
3881,7,zakup akcja wlasny,0
3882,16,zlecenie zakup akcja wlasny,1
3883,16,sprzedaz akcja przez menedzer,1
3884,16,wstepne wynik za i kwartal 2006 rok,1
3885,16,wykonanie opcja call na akcja wlasne z ápv rt.,1
3886,21,  es gazipari rszvenvtarsasag dywidenda za 2005 r.,0
3887,21,zlozyc wiazacy oferta na 96 9  udzial w spolka oao udmurtneft,0
3888,16,uchwala roczny zgromadzenie akcjonariusz,1
3889,16,zmiana wplyw na spolka,1
3890,16,zmiana wplyw na spolka,1
3891,21,  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0
3892,21,wybrana dane finansowy za rok 2005,0
3893,21,  es gazipari rszvenvtarsasag sprzedaz akcja wlasny,0
3894,34,zmiana organizacyjny w,0
3895,21,optymalizacja portfel detaliczny w rumunii,0
3896,21,dokument na walny zgromadzenie akcjonariusz (wersja polska),0
3897,21,sfinalizowac transakcja gazowy mol e.on ruhrgas international,0
3898,21,dokument na walny zgromadzenie akcjonariusz (wersja angielska),0
3899,16,harmonogram zwza oraz warunki udzial oraz wykonanie prawa do glos,1
3900,16,skrocic harmonogram wza spolka,1
3901,16,harmonogram wza spolka wersja angielski,1
3902,21,sprzedaz akcja wlasny,0
3903,16,sprzedaz akcja wlasny,1
3904,16,udany odwiert ropy/gazu w pakistanie,1
3905,16,proponowac transakcja akcja wlasny,1
3906,21,wstepne wynik za iv kwartal oraz caly 2005 rok,0
3907,21,zmiana personalna w,0
3908,16,wstepne wynik za iv kwartal oraz za caly rok 2005,1
3909,21,zmiana wplyw na spolka,0
3910,16,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja polski,1
3911,16,porozumienie w sprawa transakcja dotyczyc branza gazowniczy   wersja angielski,1
3912,16,zmiana wplyw na spolka,1
3913,21,mianowac bank of new york jako nastepca bank depozytariusz,0
3914,16,komunikat o zmiana wplyw na spolka,1
3915,21,umowa prawa opcja do akcja wlasny,0
3916,21,oferta publiczny na akcja seria `c`,0
3917,21,porozumienie w sprawa rozszerzyc licencja produkcyjny,0
3918,21,  umowa z wegierski ministerstwo gospodarka i transport,0
3919,16,wstepne wynik za iii kwartal oraz 9 miesiac 2005 r.,1
3920,16,podpisac umowa na opcja na akcja wlasne z apv rt.,1
3921,16,nowe cel strategiczny i finansowy na latac 2006 2010,1
3922,21,nowe cel strategiczny i finansowy na latac 2006 2010,0
3923,16,wstepne wynik za iii kwartal 2005 r.,1
3924,21,sprzedaz akcja spolka przez menadzer,0
3925,21,umowa dot. euroobligacja o wartosc 750 milion euro,0
3926,16,potwierdzenie obsada stanowisko dyrektor zarzadzajacy siec sprzedaz,1
3927,16,zbywac dzialalnosc detaliczny w polsce,1
3928,16,  es gazipari rszvenvtarsasag emitowac euroobligacja,1
3929,21,slovnaft ukarac przez slowacki minister finanse,0
3930,21,zmiana w stan posiadanie akcja przez menadzer wysoki szczebel,0
3931,16,publikacja ocena wiarygodnosc kredytowy,1
3932,21,sad rejestrowy zatwierdzic podwyzszenie kapital spolka,0
3933,21,miec nowe partner w spolka zmb,0
3934,16,wiazacy oferta na 51  udzial w tüpras,1
3935,21,decyzja rad dyrektor spolkio podwyzszenie kapital akcyjny,0
3936,21,obecny stan praca wydobywczy w blok fedorowski,0
3937,21,zbycie akcja przez menedzer,0
3938,21,kanal komunikowac spolka,0
3939,21,wstepne wynik za ii kwartal oraz i polrocze 2005 r.,0
3940,12,nabycie akcja wlasny,0
3941,16,zbycie akcja przez menedzer spolka,1
3942,16,zbycie akcja przez menedzer spolka,1
3943,12,nabycie akcja wlasny,1
3944,16,akceptacja czesciowy sprzedaz dzialalnosc gazowniczy spolka,1
3945,21,nabycie akcja przez menedzer,0
3946,16,zbycie akcja spolka przez menedzer,1
3947,21,sprzedaz akcja spolka przez menedzer,0
3948,16,rada dyrektor oglaszac wyplata dywidenda za rok obrotowy 2004,1
3949,12,nabycie akcja wlasny,0
3950,21,rozdzial akcja wsrod zarzad,0
3951,21,umowa na kredyt odnawialny o wartosc 700 milion euro,0
3952,21,raport biezacy (wersja angielska),0
3953,12,nabycie akcja wlasny,0
3954,21,wstepne wynik za i kwartal 2005 rok,0
3955,16,nabycie akcja przez czlonek rn,1
3956,21,zbycie akcja przez dyrektor spolka,0
3957,21,raport roczny za 2004 rok,0
3958,12,nabycie akcja wlasny,0
3959,21,decyzja rad dyrektor o termin wyplat dywidenda,0
3960,16,wstepne wynik za i kwartal 2005 rok,1
3961,12,nabycie akcja wlasny,1
3962,12,nabycie akcja wlasny,1
3963,12,nabycie akcja wlasny,1
3964,12,nabycie akcja wlasny,1
3965,12,nabycie akcja wlasny,0
3966,7,zakup akcja wlasny,1
3967,7,zakup akcja wlasny,0
3968,7,zakup akcja wlasny,1
3969,7,zakup akcja wlasny,1
3970,7,zakup akcja wlasny,0
3971,21,nowy partner w spolka zmb,0
3972,16,  es gazipari rszvenvtarsasag zakup akcja wlasny,1
3973,16,zmiana personalna w slovnafcie,1
3974,16,uchwala walny zgromadzenie akcjonariusz,1
3975,16,raport roczny za 2004 rok,1
3976,7,zakup akcja wlasny,0
3977,7,zakup akcja wlasny,0
3978,7,zakup akcja wlasny,1
3979,7,zakup akcja wlasny,1
3980,21,  es gazipari rszvenvtarsasag zakup akcja wlasny,0
3981,21,dokument na walny zgromadzenie akcjonariusz,0
3982,21,wiazacy oferta przetargowy na przejecie energopetrolu,0
3983,16,wybrana dane finansowy z raport roczny 2004,1
3984,7,zakup akcja wlasny,1
3985,7,zakup akcja wlasny,1
3986,7,zakup akcja wlasny,0
3987,21,wykup kwit 2005/a w termin platnosc,0
3988,21,zakonczyc przejecie spolka shell romania,0
3989,7,zakup akcja wlasny,0
3990,7,zakup akcja wlasny,1
3991,21,korekta do raport biezacy numer 18/2005,0
3992,21,rada dyrektor spolka zwolywac zwza,0
3993,21,zakup akcja skarbowy,0
3994,21,zakup akcja skarbowy,0
3995,21,zakup akcja skarbowy,0
3996,21,wezwanie do zakup akcja skarbowy,0
3997,21,  es gazipari rszvenvtarsasag zmiana organizacyjny,0
3998,21,zakup akcja skarbowy,0
3999,21,  es ggazipari rszvenvtarsasag sprzedaz akcja skarbowy,0
4000,16,wynik za iv kwartal 2004 rok oraz wstepne wynik za 2004 rok,1
4001,16,wynik za iv kwartal 2004 rok oraz wstepne wynik,1
