id,cluster,text,change
1100,8,transport nabyc obligacja wyemitowac przez,0
1101,2,sprzedaz kolejny czesc zapas obowiazkowy ropa naftowy,1
1102,2,podpisac z glencore energy uk ltd. umowa na dostawa ropa naftowy do unipetrol rpa,1
1103,22,anwil nabyc obligacja wyemitowac przez,0
1104,8,iks solino nabyc obligacja wyemitowac przez,0
1105,8,upstream sp. z o.o. nabyc obligacja spolka,0
1106,8,deutschland nabyc obligacja spolka,0
1107,22,anwil nabyc obligacja wyemitowac przez,0
1108,8,umowa na dostawa ropa naftowy do ab lietuva,0
1109,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1110,22,anwil nabyc obligacja wyemitowac przez,0
1111,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1112,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1113,2,ppkn anwil nabyc obligacja wyemitowac przez spolka,1
1114,2,transport nabyc obligacja wyemitowac przez,1
1115,5,deutschland nabyc obligacja wyemitowac przez,1
1116,2,podpisac z totsa total oil trading umowa na dostawa ropa naftowy do ab lietuva,1
1117,2,termin przekazywac raport okresowy w 2011 rok,1
1118,8,ing ofe zmniejszyc udzial w ogolny liczba glos na w zastepstwie,0
1119,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1120,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1121,8,iks solino nabyc obligacja spolka,0
1122,8,upstream sp. z o.o. nabyc obligacja spolka,0
1123,2,anwil nabyc obligacja wyemitowac przez,1
1124,22,anwil nabyc obligacja wyemitowac przez,0
1125,5,deutschland nabyc obligacja wyemitowac przez,0
1126,17,koltrans sp. z o.o. nabyc obligacja spolka,0
1127,8,zakonczenie czwarta sprawa przed sad arbitrazowy,0
1128,8,transport nabyc obligacja wyemitowac przez,0
1129,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1130,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1131,8,dane finansowy za 3. kwartal 2010r. wedlug segment dzialalnosc,0
1132,8,raport okresowy kwartalny skonsolidowac 3/2010 qsr,0
1133,5,deutschland nabyc obligacja wyemitowac przez,0
1134,8,transport nabyc obligacja wyemitowac przez,0
1135,5,deutschland nabyc obligacja wyemitowac przez,1
1136,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1137,8,szacunek wybrany dany finansowy i operacyjny za 3 kwartal 2010 rok,0
1138,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1139,2,anwil nabyc obligacja wyemitowac przez spolka,1
1140,2,iks solino nabyc obligacja wyemitowac przez,1
1141,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1142,2,anwil nabyc obligacja wyemitowac przez,1
1143,22,anwil nabyc obligacja wyemitowac przez,0
1144,2,wybor kpmg audyt sp. z o.o.,1
1145,5,deutschland nabyc obligacja wyemitowac przez,1
1146,23,nabycie obligacja,1
1147,2,wyrok sad w sprawa odwolanie od decyzja prezes uokik,1
1148,23,nabycie obligacja,1
1149,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1150,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1151,22,anwil nabyc obligacja wyemitowac przez,0
1152,8,zmiana data publikacja raport okresowy za 3 kwartal 2010 rok,0
1153,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1154,8,deutschland nabyc obligacja spolka,0
1155,8,transport nabyc obligacja wyemitowac przez,0
1156,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1157,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
1158,22,anwil nabyc obligacja wyemitowac przez,0
1159,2,iks solino nabyc obligacja wyemitowac przez,1
1160,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1161,5,deutschland nabyc obligacja wyemitowac przez,0
1162,8,pko koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1163,22,anwil nabyc obligacja wyemitowac przez,0
1164,8,podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy,0
1165,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1166,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1167,22,anwil nabyc obligacja wyemitowac przez,0
1168,8,dane finansowy za 2. kwartal 2010r. wedlug segment dzialalnosc,0
1169,8,raport okresowy polroczny za 2010 psr,0
1170,5,deutschland nabyc obligacja wyemitowac przez,1
1171,8, orlen transport nabyc obligacja wyemitowac przez spolka,0
1172,8,  koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1173,2,umowa na dostawa ropa naftowy do unipetrol rpa,1
1174,2,jednolity tekst statut,1
1175,23,nabycie obligacja,1
1176,5,deutschland nabyc obligacja wyemitowac przez,1
1177,23,nabycie obligacja,1
1178,8,iks solino nabyc obligacja spolka,0
1179,5,deutschland nabyc obligacja wyemitowac przez,1
1180,22,anwil nabyc obligacja wyemitowac przez,0
1181,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1182,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1183,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1184,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
1185,23,nabycie obligacja,1
1186,2,korekta wersja angielski raport biezacy numer 127/2010,1
1187,2,szacunek wybrany dany finansowy i operacyjny,1
1188,8,transport nabyc obligacja wyemitowac przez,0
1189,8,deutschland nabyc obligacja wyemitowac przez spolka,0
1190,8,ppkn koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1191,2,korekta raport numer 114/2010 dotyczyc powolanie rn,1
1192,2,petrocentrum sp. z o.o. nabyc obligacja spolka,1
1193,8,iks solino nabyc obligacja wyemitowac przez,0
1194,17,koltrans sp. z o.o. nabyc obligacja spolka,1
1195,2,deutschland nabyc obligacja spolka,1
1196,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1197,2,deutschland nabyc obligacja spolka,1
1198,2,transport nabyc obligacja spolka,1
1199,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1200,2,podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy,1
1201,8,upstream sp. z o.o. nabyc obligacja wyemitowac przez,0
1202,8,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,0
1203,22,anwil nabyc obligacja wyemitowac przez,0
1204,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1205,8,nabycie obligacja,0
1206,14,  deutschland nabyc obligacja wyemitowac przez,0
1207,22,anwil nabyc obligacja wyemitowac przez,0
1208,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
1209,2,podpisac umowy przez deutschland z shell deutschland oil,1
1210,2,zakonczenie prowadzony rozmowic negocjacyjny w proces sprzedaz akcja anwil,1
1211,8,nabycie obligacja,0
1212,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
1213,22,anwil nabyc obligacja wyemitowac przez,0
1214,8,projekt uchwala na zwz zwolac na dzien 25 czerwiec 2010 rok,0
1215,8,zwolanie zwz na dzien 25 czerwiec 2010 rok,0
1216,2,transport nabyc obligacja spolka,1
1217,8,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,0
1218,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1219,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,0
1220,8,dane finansowy za 1 kwartal 2010 r.,0
1221,8,raport okresowy kwartalny skonsolidowac 1/2010 qsr,0
1222,8,iks solino nabyc obligacja wyemitowac przez,0
1223,5,deutschland nabyc obligacja wyemitowac przez,1
1224,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1225,2,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,1
1226,2,anwil nabyc obligacja wyemitowac przez,1
1227,23,nabycie obligacja,1
1228,2,pozew dot. postepowanie arbitrazowy przeciwko yukos international,1
1229,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
1230,22,anwil nabyc obligacja wyemitowac przez,0
1231,8,deutschland nabyc obligacja wyemitowac przez spolka,0
1232,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1233,8,transport nabyc obligacja wyemitowac przez,0
1234,2,korekta raport biezacy numer 74/2010 dotyczyc szacunek wybrany dany,1
1235,2,szacunek wybrany dany finansowy i operacyjny,1
1236,8,nabycie obligacja,0
1237,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1238,2,anwil nabyc obligacja wyemitowac przez,1
1239,8,przyznanie wylacznosc negocjacyjny w proces sprzedaz akcja anwil,0
1240,8,petrocentrum sp. z o.o. nabyc obligacja spolka,0
1241,8,anwil nabyc obligacja spolki,0
1242,2,podpisac umowy przez deutschland z deutsche biskup,1
1243,2,wykaz informacja przekazac do publiczny wiadomosci w 2009 r.,1
1244,2,deutschland nabyc obligacja wyemitowac przez spolka,1
1245,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1246,8,upstream sp. z o.o. nabyc obligacja spolka,0
1247,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
1248,8,podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa naftowy do ab lietuva,0
1249,2,rekomendacja zarzad dla walny zgromadzenie dotyczyc zaniechanie wyplat dywidenda za rok 2009,1
1250,2,raport okresowy roczny skonsolidowac za 2009 rs,1
1251,2,raport okresowy roczny za 2009 rok,1
1252,2,asfalt sp. z o.o. nabyc obligacja spolka,1
1253,2,anwil nabyc obligacja spolka,1
1254,2,zmiana formula utrzymywac zapas obowiazkowy ropa naftowy,1
1255,2,deutschland nabyc obligacja spolka,1
1256,2,podpisac z glencore energy uk ltd. umowa na dostawa ropa naftowy,1
1257,8,zmiana data publikacja raport okresowy za 2009 r.,0
1258,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1259,8,transport nabyc obligacja wyemitowac przez,0
1260,8,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,0
1261,2,nabycie obligacja przez petrocentrum sp. z o.o.,1
1262,23,nabycie obligacja,1
1263,23,nabycie obligacja,1
1264,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1265,2,anwil nabyc obligacja wyemitowac przez,1
1266,8,nabycie obligacja wyemitowac przez spolka,0
1267,8,nabycie obligacja,0
1268,8,nabycie obligacja,0
1269,5,deutschland nabyc obligacja wyemitowac przez,0
1270,8,transport nabyc obligacja wyemitowac przez,0
1271,8,dane finansowy za 4. kwartal 2009r. wedlug segment,0
1272,2,polski koncern naftowy upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1273,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1274,8,nabycie obligacja,0
1275,2,iks solino nabyc obligacja spolka,1
1276,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1277,8,przekroczenie 5  ogolny liczba glos na wza,0
1278,8,nabycie obligacja,0
1279,2,anwil nabyc obligacja wyemitowac przez,1
1280,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1281,23,nabycie obligacja,1
1282,22,anwil nabyc obligacja wyemitowac przez,0
1283,8,szacunek wybrany dany finansowy i operacyjny za 4 kwartal 2009 r.,0
1284,8,nabycie obligacja,0
1285,5,deutschland nabyc obligacja wyemitowac przez,0
1286,22,anwil nabyc obligacja wyemitowac przez,0
1287,2,transport nabyc obligacja wyemitowac przez,1
1288,2,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1289,2,termin przekazywac raport okresowy w 2010 rok,1
1290,8,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,0
1291,8,iks solino nabyc obligacja wyemitowac przez,0
1292,8,podpisac z statoil poland umowa na sprzedaz paliwo,0
1293,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1294,22,anwil nabyc obligacja wyemitowac przez,0
1295,8,nabycie obligacja,0
1296,8,zmiana w umowa depozytowy,0
1297,22,anwil nabyc obligacja wyemitowac przez,0
1298,2,polski koncern naftowy podpisac z petrocentrum umowa na sprzedaz paliwo,1
1299,2,polski koncern naftowy podpisac z shell polski umowa na sprzedaz paliwo,1
1300,8,transport nabyc obligacja wyemitowac przez,0
1301,8,zmiana w rad nadzorczy,0
1302,8,podpisac z totsa total oil trading umowa na dostawa ropa naftowy,0
1303,8,zawarcie aneks do umowy pomiedzy rafineria trzebinia i pgnig,0
1304,2,anwil nabyc obligacja wyemitowac przez,1
1305,8,petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez spolka,0
1306,8,wybor kpmg sp. z o.o. jako podmiot uprawniony do,0
1307,8,iks solino nabyc obligacja wyemitowac przez,0
1308,5,deutschland nabyc obligacja wyemitowac przez,0
1309,8,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1310,22,anwil nabyc obligacja wyemitowac przez,0
1311,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
1312,8,otwarcie postepowanie likwidacyjny,0
1313,8,umowa na dostawa ropa naftowy,0
1314,5,deutschland nabyc obligacja wyemitowac przez,0
1315,8,umowa na dostawa ropa naftowy,0
1316,23,nabycie obligacja,1
1317,2,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,1
1318,8,transport nabyc obligacja wyemitowac przez,0
1319,5,deutschland nabyc obligacja wyemitowac przez,0
1320,2,pkno petrocentrum sp. z o.o. nabyc obligacja wyemitowac przez,1
1321,2,dane finansowy za 3. kwartal 2009 r. wedlug segment dzialalnosc,1
1322,3,raport okresowy qsr,1
1323,8,iks solino nabyc obligacja wyemitowac przez,0
1324,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez,1
1325,2,anwil nabyc obligacja wyemitowac przez,1
1326,23,nabycie obligacja,1
1327,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1328,2,nabycie obligacja przez deutschland,1
1329,2,nabycie obligacja przez deutschland,1
1330,2,asfalt sp. z o.o. nabyc obligacja wyemitowac przez,1
1331,5,deutschland nabyc obligacja wyemitowac przez,1
1332,8,korekta rb numer 153/2009,0
1333,8,szacunek wybrany dany operacyjny za 3 kwartal 2009 rok,0
1334,2,transport nabyc obligacja wyemitowac przez,1
1335,5,deutschland nabyc obligacja wyemitowac przez,1
1336,2,podpisac z gunvor international b.v. amsterdam umowa na dostawa ropa,1
1337,22,anwil nabyc obligacja wyemitowac przez,0
1338,2,umowa na dostawa ropa naftowy,1
1339,2,anwil nabyc obligacja wyemitowac przez,1
1340,5,deutschland nabyc obligacja wyemitowac przez,0
1341,8,iks solino nabyc obligacja wyemitowac przez spolka,0
1342,8,  koltrans sp. z o.o. nabyc obligacja wyemitowac przez,0
1343,22,anwil nabyc obligacja wyemitowac przez,0
1344,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
1345,2,upstream sp. z o.o. nabyc obligacja wyemitowac przez,1
1346,2,anwil nabyc obligacja wyemitowac przez,1
1347,5,deutschland nabyc obligacja wyemitowac przez,1
1348,2,asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
1349,8,jednolity tekst statut,0
1350,5,deutschland nabyc obligacja wyemitowac przez,0
1351,8,transport nabyc obligacja wyemitowac przez,0
1352,8,korekta data publikacja informacja o szacunek dany fnansowych,0
1353,2,anwil nabyc obligacja wyemitowac przez,1
1354,8,rada nadzorczy przyjac tekst jednolity statut spolka,0
1355,5,deutschland nabyc obligacja wyemitowac przez,1
1356,8,skonsolidowac raport polroczny,0
1357,8,wybor czlonek rad nadzorczy,0
1358,2,deutschland nabyc obligacja,1
1359,8,zmiana w sklad zarzad,0
1360,2,szacunek wybrany dany operacyjny za 1 kwartal 2008 rok,1
1361,22,anwil nabyc obligacja wyemitowac przez,0
1362,2,nabycie obligacja przez anwil,1
1363,2,zmiana w sklad rad nadzorczy,1
1364,2,uchwala podjac przez nwz,1
1365,37,asfalt sp. z o.o. nabyc obligacja,0
1366,8,wybor podmiot uprawniony do badanie sprawozdanie finansowy,0
1367,8,waldemar maj zostac powolany na stanowisko wiceprezes zarzad,0
1368,2,zwolanie nwz na dzien 30 listopad 2006 r.,1
1369,8,zmiana w sklad zarzad,0
1370,8,umowa pomiedzy mazeikiu nafta  gt trading oy i trafigura beheer,0
1371,8,podpisac z exatel umowa sprzedaz udzial w spolka nom,0
1372,8,kandydat do rad nadzorczy,0
1373,8,szacunek wybrany dany za 2 kwartal 2008 rok,0
1374,2,anwil nabyc obligacja wyemitowac przez,1
1375,2,zmiana w sklad rad nadzorczy,1
1376,8,utrata mozliwosci wykonywac prawa glos,0
1377,2,wplyw wycena zapas metoda lifo na wynik finansowy,1
1378,2,sprawozdanie finansowy za 4 kwartal 2004 rok wedlug mssf,1
1379,2,podpisac umowy przez deutschland z shell deutschland oil,1
1380,2,iks solino nabyc obligacja wyemitowac przez,1
1381,22,anwil nabyc obligacja wyemitowac przez,0
1382,5,deutschland nabyc obligacja wyemitowac przez,1
1383,2,raport okresowy sa rs,1
1384,2,raport okresowy sa r,1
1385,20,tresc uchwala podjac przez nwz 31 styczen 2006 rok,0
1386,2,zawarcie umowy przez mazeikiu nafta z esc trading,1
1387,2,zawarcie umowy przez mazeikiu nafta z trafigura beheer b.v. amsterdam,1
1388,8,zawarcie kontrakt przez deutschland z deutsche biskup,0
1389,8,zniesienie zabezpieczenie na akcja polkomtel,0
1390,2,nabycie udzial spolka etylobenzen plock sp. z o.o.,1
1391,2,koniec zapis na sprzedaz akcja mazeikiu nafta,1
1392,8,ksiegowosc sp. z o.o. nabyc obligacja spolka,0
1393,2,iks solino nabyc obligacja spolka,1
1394,2,podpisac przyrzec umowy sprzedaz udzial awsa holland ii b.v.,1
1395,8,zgoda na ogloszenie obowiazkowy wezwanie na akcja,0
1396,8,uzupelnienie wniosek dotyczyc wezwanie na akcja,0
1397,8,deutschland nabyc obligacja wyemitowac przez spolka,0
1398,8,akceptacja oferta i warunkowe zbycie akcja polkomtel,0
1399,8,rozwiazanie umowy z synthos dwor sp. z o.o.,0
1400,2,strategia 2009 2013,1
1401,2,zmiana data publikacja raport okresowy za trzeci kwartal 2007 rok,1
1402,8,wygasniecie mandat czlonek zarzad spolka,0
1403,2,nabycie akcja spolana a.s. przez zaklady azotowy anwil,1
1404,8,zmiana w sklad zarzad,0
1405,8,transakcja z podmiot powiazac 500.000 euro,0
1406,2,komentarz do dany finansowy,1
1407,8,zwolanie nwz na dzien 7 luty 2008 r.,0
1408,8,umowa z anwim na sprzedaz paliwo,0
1409,8,zbycie udzial spolka zawiatj swinoujscie sp. z o.o.,0
1410,8,powolanie rad nadzorczy na nowa kadencja,0
1411,8,tresc uchwala podjac przez zwz 31 maja 2007 r.,0
1412,19,gwarancja udzielic przez spolka,0
1413,2,anwil nabyc obligacja wyemitowac przez,1
1414,2,zawarcie kontrakt z petrocentrum sp. z o.o.,1
1415,2,zawarcie kontrakt z shell polski spolka z o.o.,1
1416,2,zawarcie kontrakt z biskup polski spolka z o.o.,1
1417,2,koltrans sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
1418,8,wybor czlonek rad nadzorczy,0
1419,8,tresc uchwala podjac przez nwz 14 pazdziernik 2005 r.,0
1420,2,rezygnacja czlonek rad nadzorczy spolka,1
1421,2,iks solino nabyc obligacja wyemitowac przez,1
1422,8,anwil nabyc obligacja wyemitowac przez spolka,0
1423,8,deutschland nabyc obligacja wyemitowac,0
1424,8,zawarcie umowy na dostawa benzyna do piroliza,0
1425,8,oswiadczenie wobec zasada lad korporacyjny,0
1426,8,tresc uchwala podjac przez zwz,0
1427,2,aktualizacja strategia 2006 2009,1
1428,23,nabycie obligacja,1
1429,8,podwyzszenie kapital zakladowy plocki park przemyslowo   technologiczny,0
1430,2,anwil nabyc obligacja wyemitowac emitent,1
1431,8,tresc uchwala podjac na nwz,0
1432,2,przeniesienie wlasnosc akcja spolka,1
1433,2,unipetrol a.s. nabyc udzial w spolka butadien kralupy a.s.,1
1434,8,termin przekazywac raport okresowy w rok 2005,0
1435,8,podjecie decyzja o odstapic przez spolka od umowic z agrofert holding a.s.,0
1436,23,nabycie obligacja,1
1437,23,nabycie obligacja,1
1438,8,podpisac z europejski bank inwestycyjny umowa kredytowy,0
1439,8,podpisac z biskup polski umowy na sprzedaz paliwo,0
1440,8,umowa na sprzedaz paliwo z shell polski,0
1441,2,otrzymac odpis pozew od sad arbitrazowy o zaplata kary umowny,1
1442,8,podwyzszenie kapital zakladowy eko sp. z o.o.,0
1443,2,deutchland aga pozyskac zgoda korporacyjny na zakup stacja benzynowy,1
1444,2,podpisac umowy na dostawa kwas tereftalowego do sk eurochem,1
1445,8,podpisac warunkowy umowy sprzedaz udzial w petrotel,0
1446,8,szacunek poziom zobowiazanie spolka na koniec 2006 rok,0
1447,2,wybor biegly rewident,1
1448,2,otrzymac notyfikacja w sprawa wykonanie opcja sprzedaz akcja,1
1449,8,nabycie udzial spolka raf lab przez laboratorium,0
1450,22,anwil nabyc obligacja wyemitowac przez,0
1451,8,zawarcie umowy przez petrocentrum z petrotank,0
1452,8,umowa pozyczka,0
1453,8,zbycie udzial spolka zespol wypoczynkowy mazowsze,0
1454,2,nabycie obligacja spolka przez anwil,1
1455,2,projekt uchwala na zwz zwolac na dzien 29 czerwiec 2005 rok,1
1456,8,ksiegowosc sp. z o.o. nabyc obligacja,0
1457,2,nabycie udzial spolka upstream sp. z o.o.,1
1458,8,szacunek wybrany dany operacyjny za 3 kwartal 2008 rok,0
1459,2,raport roczny,1
1460,8,deutschland nabyc obligacja wyemitowac przez spolka,0
1461,8,zmiana w sklad rn,0
1462,8,zostac wlasciciel akcja spolka ab mazeikiu nafta,0
1463,2,projekt uchwala na nwz zwolac na 30 grudzien 2004 r.,1
1464,5,deutschland nabyc obligacja wyemitowac przez,1
1465,2,sprawozdanie finansowy za 3 kwartal 2004 rok wedlug mssf,1
1466,2,wplyw wycena zapas metoda lifo,1
1467,2,rozszerzyc skonsolidowac raport kwartalny sa qsr,1
1468,2,powolanie pan grzegorza michniewicza do sklad rn,1
1469,3,raport okresowy qsr,0
1470,8,dane finansowy za 1 kwartal 2009 r.,0
1471,8,zawarcie umowic przez petrocentrum z petrotank,0
1472,8,pan piotr kownacki zostac powolany na wiceprezes zarzad,0
1473,2,rada nadzorczy powolac cztery czlonek zarzad spolka,1
1474,2,zmiana termin skonsolidowac raport finansowy za 2 kwartal 2005r.,1
1475,8,anwil nabyc obligacja wyemitowac przez spolka,0
1476,8,zlozenie zlecenie zaplata za akcja spolka ab mazeikiu nafta,0
1477,2,asfalt sp. z o.o. nabyc obligacja wyemitowac przez spolka,1
1478,2,zawarcie kontrakt przez deutschland z deutsche biskup,1
1479,8,deutschland nabyc obligacja,0
1480,37,asfalt sp. z o.o. nabyc obligacja,0
1481,2,deutschland nabyc obligacja spolka,1
1482,2,umowa sprzedaz udzial w spolka petromor sp. z o.o.,1
1483,8,transakcja z podmiot powiazac powyzej 500 000 euro,0
1484,2,podpisac umowy przez deutschland z shell deutschland oil,1
1485,2,anwil nabyc obligacja wyemitowac przez,1
1486,8,sprzedaz udzial w spolka samrelaks machocice,0
1487,2,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,1
1488,8,anwil nabyc obligacja wyemitowac przez spolka,0
1489,2,podwyzszenie kapital zakladowy plocki park przemyslowo   technologiczny,1
1490,8,zbycie udzial przez jednostka zalezny,0
1491,5,deutschland nabyc obligacja wyemitowac przez,1
1492,8,iks solino nabyc obligacja wyemitowac przez,0
1493,22,anwil nabyc obligacja wyemitowac przez,0
1494,8,zmiana w sklad rad nadzorczy,0
1495,2,international exploration & production podpisac umowa nabycie udzial,1
1496,2,przejscie prawa wlasnosc udzial w awsa holland ii b.v.,1
1497,8,otrzymac odpis trzeci pozew od sad arbitrazowy,0
1498,8,nabycie udzial spolka ksiegowosc sp. z o.o.,0
1499,2,iks solino nabyc obligacja wyemitowac przez spolka,1
1500,2,projekt uchwala na zwz spolka zwolac na dzien 27 czerwiec 2006 rok,1
1501,8,umowa na dostawa kwas tereftalowego do mitsubishi chemical corporation,0
1502,2,anwil nabyc obligacja wyemitowac przez,1
1503,2,szacunek wybrany dany operacyjny za 4 kwartal 2007,1
1504,8,maciej mataczynski zlozyc rezygnacja z funkcja przewodniczacy rn,0
1505,5,deutschland nabyc obligacja wyemitowac przez,0
1506,2,dariusz jacek krawiec zostac powolany na wiceprezes zarzad,1
1507,22,anwil nabyc obligacja wyemitowac przez,0
1508,2,anwil nabyc obligacja wyemitowac przez,1
1509,22,anwil nabyc obligacja wyemitowac przez,0
1510,8,fmr copr. i fidelity international w posiadanie 21 436 944 sztuk akcja,0
1511,8,zawrzec z gmina plock umowa darowizna akcja spolka wisla plock,0
1512,8,podpisac z petrocentrum umowa na sprzedaz paliwo,0
1513,8,zmiana w sklad zarzad spolka ab mazeikiu nafta,0
1514,8,termin przekazywac raport okresowy w 2008 rok,0
1515,2,deutschland nabyc obligacja wyemitowac przez spolka,1
1516,8,zmiana w sklad zarzad,0
1517,2,wybor wiceprzewodniczacy rad nadzorczy,1
1518,8,iks solino nabyc obligacja wyemitowac przez spolka,0
1519,5,deutschland nabyc obligacja wyemitowac przez,0
1520,3,raport okresowy qsr,1
1521,2,wplyw wycena zapas metoda lifo na wynik finansowy,1
1522,8,objac udzial w podwyzszyc kapital zakladowy petrocentrum sp. z o.o.,0
1523,8,podwyzszenie kapital plocki park przemyslowo technologicznego,0
1524,8,anwil nabyc obligacja wyemitowac przez spolka,0
1525,8,powolanie janusza zielinskiego do rad nadzorczy,0
1526,8,otwarcie postepowanie likwidacyjny etylobenzen plock sp. z o.o.,0
1527,8,wniosek o wszczac postepowanie arbitrazowy przeciwko yukos international uk b.v.,0
1528,2,zawarcie umowy pomiedzy ab mazeikiu nafta i spolka kolej litewski,1
1529,8,deutschland nabyc obligacja wyemitowac przez spolka,0
1530,8,nabycie obligacja,0
1531,2,zwolanie nwz na dzien 31 styczen 2006 rok,1
1532,2,szacunek wybrany dany operacyjny za 2 kwartal 2009 r.,1
1533,2,oddalenie powodztwo przez sad okregowy,1
1534,2,akcjonariusz na nwz posiadajacy co malo 5  glos,1
1535,8,ksiegowosc sp. z o.o. nabyc obligacja wyemitowac przez,0
1536,8,zwolanie nwz na dzien 30 grudzien 2004 rok,0
1537,2,anwil nabyc obligacja wyemitowac przez,1
1538,8,anwil nabyc obligacja,0
1539,5,deutschland nabyc obligacja wyemitowac przez,1
1540,8,projekt uchwala na nwz na dzien 30 listopad 2006 roku.,0
1541,2,podpisac z petrocentrum umowa na sprzedaz paliwo,1
1542,2,umowa na kupno i sprzedaz paliwo z j&s energy,1
1543,2,transakcja z podmiot powiazac powyzej 500 000 euro,1
1544,2,anwil nabyc obligacja spolka,1
1545,8,strategia na latac 2007 2012,0
1546,2,nabycie obligacja przez za anwil,1
1547,2,prawo wylacznosc zaopatrywac mazeikiu nafta w ropa naftowy,1
1548,2,trminy przekazywac raport okresowy w 2007 r.,1
1549,5,deutschland nabyc obligacja wyemitowac przez,0
1550,2,projekt uchwala na zwz,1
1551,2,skorygowac sprawozdanie finansowy za rok 2004 wedlug mssf,1
1552,2,ab mazeikiu nafta nabyc udzial w uab mazeikiu nafta health care centre,1
1553,2,o czasowy wstrzymanie produkcja i sprzedaz biopaliwo on bio,1
1554,8,zaktualizowac oswiadczenie wobec zasada lad korporacyjny,0
1555,23,nabycie obligacja,1
1556,2,akceptacja warunki umowy na sprzedaz akcja kaucuk a.s.,1
1557,8,wplyw wycena zapas metoda lifo na wynik za i kwartal 2005,0
1558,2,zmiana w kapital zakladowy spolka rafineria trzebinia,1
1559,8,rozwiazanie umowy z kd petrotrade fze,0
1560,2,podpisac umowy zakup akcja kaucuk miedzy unipetrol oraz firma chemiczny dwor,1
